object_id,mission,proba_planet,confidence_pct,category,nasa_category,label_text,period,rp,teq,insolation,eccentricity,sma,sy_snum,sy_pnum,stellar_teff,stellar_logg,stellar_radius,stellar_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
BD+20 594 b,k2,0.9999999068919871,100.0,planet,planet,CONFIRMED,41.688644,2.35545351,,,,,1.0,1.0,5703.0,4.38,0.956122,0.963861,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999999068919871,100.0,planet,planet,CONFIRMED,41.6855,2.23,546.0,,0.0,0.241,1.0,1.0,5766.0,4.5,0.928,0.961,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999999068919871,100.0,planet,planet,CONFIRMED,41.6855,2.57807,,,0.0,,1.0,1.0,5766.0,4.5,1.08,1.67,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999998922097296,100.0,planet,planet,CONFIRMED,41.688644,2.35545351,,,,,1.0,1.0,5703.0,4.38,0.956122,0.963861,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999998922097296,100.0,planet,planet,CONFIRMED,41.6855,2.23,546.0,,0.0,0.241,1.0,1.0,5766.0,4.5,0.928,0.961,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999998922097296,100.0,planet,planet,CONFIRMED,41.6855,2.57807,,,0.0,,1.0,1.0,5766.0,4.5,1.08,1.67,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999987644028129,100.0,planet,planet,CONFIRMED,41.688644,2.35545351,,,,,1.0,1.0,5703.0,4.38,0.956122,0.963861,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999987644028129,100.0,planet,planet,CONFIRMED,41.6855,2.23,546.0,,0.0,0.241,1.0,1.0,5766.0,4.5,0.928,0.961,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
BD+20 594 b,k2,0.9999987644028129,100.0,planet,planet,CONFIRMED,41.6855,2.57807,,,0.0,,1.0,1.0,5766.0,4.5,1.08,1.67,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
EPIC 201170410.02,k2,0.9999996266593135,100.0,planet,planet,CONFIRMED,6.7987,1.047,,,0.0,0.0349,1.0,1.0,3648.0,4.999,0.282,0.287,170.1408561,-4.8070039,,17.6984,12.619,16.4386
EPIC 201238110 b,k2,0.9999898933718694,100.0,planet,planet,CONFIRMED,28.1656,1.87,,,,,1.0,1.0,,,,0.41,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110 b,k2,0.9999898933718694,100.0,planet,planet,CONFIRMED,28.1696,2.2,,,,,1.0,1.0,,,0.374,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110 b,k2,0.9999801223751511,100.0,planet,planet,CONFIRMED,28.1656,1.87,,,,,1.0,1.0,,,,0.41,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110 b,k2,0.9999801223751511,100.0,planet,planet,CONFIRMED,28.1696,2.2,,,,,1.0,1.0,,,0.374,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201427007 b,k2,0.9999991646303419,100.0,planet,planet,CONFIRMED,0.72091,1.5,,,,,1.0,1.0,5633.0,4.4,0.94,,184.6021322,-0.5512886,706.391,14.321,12.581,14.147
EPIC 201497682 b,k2,0.9999842112387706,100.0,planet,planet,CONFIRMED,2.13174,0.692,,,,,1.0,1.0,,,,0.78,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201595106 b,k2,0.9999999336436598,100.0,planet,planet,CONFIRMED,0.877214,1.3,,,,,1.0,2.0,5820.0,4.6,0.93,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999999336436598,100.0,planet,planet,CONFIRMED,0.87724,1.565,2038.0,2852.0,0.0,0.0177,1.0,2.0,5679.0,4.435,0.98,0.958,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999999336436598,100.0,planet,planet,CONFIRMED,0.87703,1.2,1874.0,,,,1.0,2.0,5711.17,4.45381,0.990833,1.018,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999999336436598,100.0,planet,planet,CONFIRMED,0.877183,1.40575209,,,,,1.0,2.0,5705.0,4.48,0.932487,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999996627945158,100.0,planet,planet,CONFIRMED,0.877214,1.3,,,,,1.0,2.0,5820.0,4.6,0.93,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999996627945158,100.0,planet,planet,CONFIRMED,0.87724,1.565,2038.0,2852.0,0.0,0.0177,1.0,2.0,5679.0,4.435,0.98,0.958,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999996627945158,100.0,planet,planet,CONFIRMED,0.87703,1.2,1874.0,,,,1.0,2.0,5711.17,4.45381,0.990833,1.018,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999996627945158,100.0,planet,planet,CONFIRMED,0.877183,1.40575209,,,,,1.0,2.0,5705.0,4.48,0.932487,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999993697947079,100.0,planet,planet,CONFIRMED,0.877214,1.3,,,,,1.0,2.0,5820.0,4.6,0.93,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999993697947079,100.0,planet,planet,CONFIRMED,0.87724,1.565,2038.0,2852.0,0.0,0.0177,1.0,2.0,5679.0,4.435,0.98,0.958,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999993697947079,100.0,planet,planet,CONFIRMED,0.87703,1.2,1874.0,,,,1.0,2.0,5711.17,4.45381,0.990833,1.018,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999993697947079,100.0,planet,planet,CONFIRMED,0.877183,1.40575209,,,,,1.0,2.0,5705.0,4.48,0.932487,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999991702167228,100.0,planet,planet,CONFIRMED,0.877214,1.3,,,,,1.0,2.0,5820.0,4.6,0.93,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999991702167228,100.0,planet,planet,CONFIRMED,0.87724,1.565,2038.0,2852.0,0.0,0.0177,1.0,2.0,5679.0,4.435,0.98,0.958,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999991702167228,100.0,planet,planet,CONFIRMED,0.87703,1.2,1874.0,,,,1.0,2.0,5711.17,4.45381,0.990833,1.018,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201595106 b,k2,0.9999991702167228,100.0,planet,planet,CONFIRMED,0.877183,1.40575209,,,,,1.0,2.0,5705.0,4.48,0.932487,,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
EPIC 201615463 c,k2,0.999999383634705,100.0,planet,planet,CONFIRMED,3.80464,1.22,,,,,1.0,2.0,,,,1.073,185.1880932,2.2823788,476.882,12.081,10.637,11.9456
EPIC 201754305 d,k2,0.9999996543198888,100.0,planet,planet,CONFIRMED,2.71578,1.03,,,,,1.0,3.0,,,,0.67,175.0972238,4.5574311,334.967,14.668,12.087,14.3234
EPIC 201757695.02,k2,0.9999993644155397,100.0,planet,planet,CONFIRMED,2.0478,0.90819,,,0.0,0.0296,1.0,1.0,4520.0,4.659,0.655,0.727,173.9385102,4.6164303,,14.974,12.149,
EPIC 201833600 c,k2,0.9999996193304997,100.0,planet,planet,CONFIRMED,3.96151,1.0,,,,,1.0,2.0,,,,0.611,169.483654,5.988289,257.443,14.705,11.664,14.2575
EPIC 201833600 c,k2,0.9999996193304997,100.0,planet,planet,CONFIRMED,3.96165,1.48,,,,,1.0,2.0,,,0.634,,169.483654,5.988289,257.443,14.705,11.664,14.2575
EPIC 201833600 c,k2,0.9999995922750394,100.0,planet,planet,CONFIRMED,3.96151,1.0,,,,,1.0,2.0,,,,0.611,169.483654,5.988289,257.443,14.705,11.664,14.2575
EPIC 201833600 c,k2,0.9999995922750394,100.0,planet,planet,CONFIRMED,3.96165,1.48,,,,,1.0,2.0,,,0.634,,169.483654,5.988289,257.443,14.705,11.664,14.2575
EPIC 201841433 b,k2,0.9999980698851171,100.0,planet,planet,CONFIRMED,4.1698,1.04,,,,0.035,1.0,1.0,5053.0,4.595,0.628461,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999980698851171,100.0,planet,planet,CONFIRMED,4.16959,1.1,,,,,1.0,1.0,,,,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999980698851171,100.0,planet,planet,CONFIRMED,4.16888,1.41,,,,,1.0,1.0,,,0.628,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999996900301477,100.0,planet,planet,CONFIRMED,4.1698,1.04,,,,0.035,1.0,1.0,5053.0,4.595,0.628461,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999996900301477,100.0,planet,planet,CONFIRMED,4.16959,1.1,,,,,1.0,1.0,,,,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999996900301477,100.0,planet,planet,CONFIRMED,4.16888,1.41,,,,,1.0,1.0,,,0.628,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999906700716061,100.0,planet,planet,CONFIRMED,4.1698,1.04,,,,0.035,1.0,1.0,5053.0,4.595,0.628461,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999906700716061,100.0,planet,planet,CONFIRMED,4.16959,1.1,,,,,1.0,1.0,,,,0.802,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 201841433 b,k2,0.9999906700716061,100.0,planet,planet,CONFIRMED,4.16888,1.41,,,,,1.0,1.0,,,0.628,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
EPIC 205950854 c,k2,0.9999997901354055,100.0,planet,planet,CONFIRMED,8.050722,1.31,960.6,,,,1.0,2.0,5502.7,,0.83,0.877,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999997901354055,100.0,planet,planet,CONFIRMED,8.0516,1.62,,,,,1.0,2.0,,,0.904,,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999997901354055,100.0,planet,planet,CONFIRMED,8.0468,1.18,,,,,1.0,2.0,,,,0.907,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999992495252875,100.0,planet,planet,CONFIRMED,8.050722,1.31,960.6,,,,1.0,2.0,5502.7,,0.83,0.877,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999992495252875,100.0,planet,planet,CONFIRMED,8.0516,1.62,,,,,1.0,2.0,,,0.904,,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999992495252875,100.0,planet,planet,CONFIRMED,8.0468,1.18,,,,,1.0,2.0,,,,0.907,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999999497538473,100.0,planet,planet,CONFIRMED,8.050722,1.31,960.6,,,,1.0,2.0,5502.7,,0.83,0.877,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999999497538473,100.0,planet,planet,CONFIRMED,8.0516,1.62,,,,,1.0,2.0,,,0.904,,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 205950854 c,k2,0.9999999497538473,100.0,planet,planet,CONFIRMED,8.0468,1.18,,,,,1.0,2.0,,,,0.907,333.1100738,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 206024342 b,k2,0.9999995804288475,100.0,planet,planet,CONFIRMED,4.50717,1.44,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 b,k2,0.9999995804288475,100.0,planet,planet,CONFIRMED,4.50756,1.7,,,,,1.0,3.0,,,,0.928,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 b,k2,0.9999995733287259,100.0,planet,planet,CONFIRMED,4.50717,1.44,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 b,k2,0.9999995733287259,100.0,planet,planet,CONFIRMED,4.50756,1.7,,,,,1.0,3.0,,,,0.928,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999995840028314,100.0,planet,planet,CONFIRMED,0.911724,1.4,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999995840028314,100.0,planet,planet,CONFIRMED,0.9116567,1.35,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999995840028314,100.0,planet,planet,CONFIRMED,0.911618,1.16,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.999999773256998,100.0,planet,planet,CONFIRMED,0.911724,1.4,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.999999773256998,100.0,planet,planet,CONFIRMED,0.9116567,1.35,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.999999773256998,100.0,planet,planet,CONFIRMED,0.911618,1.16,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999997720788472,100.0,planet,planet,CONFIRMED,0.911724,1.4,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999997720788472,100.0,planet,planet,CONFIRMED,0.9116567,1.35,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 c,k2,0.9999997720788472,100.0,planet,planet,CONFIRMED,0.911618,1.16,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999997564528695,100.0,planet,planet,CONFIRMED,14.641541,2.94,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999997564528695,100.0,planet,planet,CONFIRMED,14.637,4.0,,,,,1.0,3.0,6438.0,4.2,1.5,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999997564528695,100.0,planet,planet,CONFIRMED,14.6435,2.52,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999997564528695,100.0,planet,planet,CONFIRMED,14.647531,2.6,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999986435851294,100.0,planet,planet,CONFIRMED,14.641541,2.94,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999986435851294,100.0,planet,planet,CONFIRMED,14.637,4.0,,,,,1.0,3.0,6438.0,4.2,1.5,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999986435851294,100.0,planet,planet,CONFIRMED,14.6435,2.52,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999986435851294,100.0,planet,planet,CONFIRMED,14.647531,2.6,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999999026914147,100.0,planet,planet,CONFIRMED,14.641541,2.94,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999999026914147,100.0,planet,planet,CONFIRMED,14.637,4.0,,,,,1.0,3.0,6438.0,4.2,1.5,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999999026914147,100.0,planet,planet,CONFIRMED,14.6435,2.52,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999999026914147,100.0,planet,planet,CONFIRMED,14.647531,2.6,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999994577379993,100.0,planet,planet,CONFIRMED,14.641541,2.94,,,,,1.0,3.0,5648.0,,0.94,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999994577379993,100.0,planet,planet,CONFIRMED,14.637,4.0,,,,,1.0,3.0,6438.0,4.2,1.5,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999994577379993,100.0,planet,planet,CONFIRMED,14.6435,2.52,,,,,1.0,3.0,,,0.823,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206024342 d,k2,0.9999994577379993,100.0,planet,planet,CONFIRMED,14.647531,2.6,,,,,1.0,3.0,5724.0,4.5,1.1,,331.2771441,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206032309 b,k2,0.9999932275101077,100.0,planet,planet,CONFIRMED,2.87814,1.01,,,,,1.0,1.0,,,,0.221,341.2404563,-13.9011223,161.365,17.89,12.538,16.0689
EPIC 206042996 b,k2,0.999999095865857,100.0,planet,planet,CONFIRMED,5.29853,3.32,,,,,1.0,2.0,,,0.668,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.999999095865857,100.0,planet,planet,CONFIRMED,5.29711,1.62,,,,,1.0,2.0,,,,0.565,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.999999095865857,100.0,planet,planet,CONFIRMED,5.2986,1.7,,,,,1.0,2.0,4114.0,4.8,0.5,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.999999913542064,100.0,planet,planet,CONFIRMED,5.29853,3.32,,,,,1.0,2.0,,,0.668,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.999999913542064,100.0,planet,planet,CONFIRMED,5.29711,1.62,,,,,1.0,2.0,,,,0.565,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.999999913542064,100.0,planet,planet,CONFIRMED,5.2986,1.7,,,,,1.0,2.0,4114.0,4.8,0.5,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.9999988917642028,100.0,planet,planet,CONFIRMED,5.29853,3.32,,,,,1.0,2.0,,,0.668,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.9999988917642028,100.0,planet,planet,CONFIRMED,5.29711,1.62,,,,,1.0,2.0,,,,0.565,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 b,k2,0.9999988917642028,100.0,planet,planet,CONFIRMED,5.2986,1.7,,,,,1.0,2.0,4114.0,4.8,0.5,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 c,k2,0.9999966563407848,100.0,planet,planet,CONFIRMED,0.35490972,1.45,,,,,1.0,2.0,3893.0,,0.57,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 c,k2,0.9999966563407848,100.0,planet,planet,CONFIRMED,0.354884,1.2,,,,,1.0,2.0,4114.0,4.8,0.5,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 c,k2,0.999999366127657,100.0,planet,planet,CONFIRMED,0.35490972,1.45,,,,,1.0,2.0,3893.0,,0.57,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206042996 c,k2,0.999999366127657,100.0,planet,planet,CONFIRMED,0.354884,1.2,,,,,1.0,2.0,4114.0,4.8,0.5,,337.5136198,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206215704 b,k2,0.9999984669781925,100.0,planet,planet,CONFIRMED,2.25372,0.9,,,,,1.0,1.0,,,,0.407,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.9999984669781925,100.0,planet,planet,CONFIRMED,2.25558,2.0,,,,,1.0,1.0,,,0.367,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.9999984669781925,100.0,planet,planet,CONFIRMED,2.255436,1.0,,,,,1.0,1.0,3297.0,4.9,0.25,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.999978690753317,100.0,planet,planet,CONFIRMED,2.25372,0.9,,,,,1.0,1.0,,,,0.407,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.999978690753317,100.0,planet,planet,CONFIRMED,2.25558,2.0,,,,,1.0,1.0,,,0.367,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.999978690753317,100.0,planet,planet,CONFIRMED,2.255436,1.0,,,,,1.0,1.0,3297.0,4.9,0.25,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.9999980363588953,100.0,planet,planet,CONFIRMED,2.25372,0.9,,,,,1.0,1.0,,,,0.407,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.9999980363588953,100.0,planet,planet,CONFIRMED,2.25558,2.0,,,,,1.0,1.0,,,0.367,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206215704 b,k2,0.9999980363588953,100.0,planet,planet,CONFIRMED,2.255436,1.0,,,,,1.0,1.0,3297.0,4.9,0.25,,335.0949721,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206317286 b,k2,0.9999997864427385,100.0,planet,planet,CONFIRMED,1.58252,0.96,,,,,1.0,2.0,,,,0.711,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 b,k2,0.9999997864427385,100.0,planet,planet,CONFIRMED,1.58316,1.22,,,,,1.0,2.0,,,0.669,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 b,k2,0.9999997264180085,100.0,planet,planet,CONFIRMED,1.58252,0.96,,,,,1.0,2.0,,,,0.711,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 b,k2,0.9999997264180085,100.0,planet,planet,CONFIRMED,1.58316,1.22,,,,,1.0,2.0,,,0.669,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999998989840722,100.0,planet,planet,CONFIRMED,17.501662,2.63,,,,,1.0,2.0,4749.0,,0.73,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999998989840722,100.0,planet,planet,CONFIRMED,17.5125,2.15,,,,,1.0,2.0,,,0.669,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999998989840722,100.0,planet,planet,CONFIRMED,17.515472,2.094,,,,,1.0,2.0,4752.0,4.596,0.758,0.832,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.999999929853177,100.0,planet,planet,CONFIRMED,17.501662,2.63,,,,,1.0,2.0,4749.0,,0.73,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.999999929853177,100.0,planet,planet,CONFIRMED,17.5125,2.15,,,,,1.0,2.0,,,0.669,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.999999929853177,100.0,planet,planet,CONFIRMED,17.515472,2.094,,,,,1.0,2.0,4752.0,4.596,0.758,0.832,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999994383380421,100.0,planet,planet,CONFIRMED,17.501662,2.63,,,,,1.0,2.0,4749.0,,0.73,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999994383380421,100.0,planet,planet,CONFIRMED,17.5125,2.15,,,,,1.0,2.0,,,0.669,,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 206317286 c,k2,0.9999994383380421,100.0,planet,planet,CONFIRMED,17.515472,2.094,,,,,1.0,2.0,4752.0,4.596,0.758,0.832,337.6178427,-7.972456,314.35,14.005,11.635,13.774
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.1595,,,,,,1.0,1.0,3811.0,4.65371,0.597044,0.585671,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.169861,1.98,,3.5,0.06,0.131,1.0,1.0,4148.21,,0.571699,0.663459,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.169619,2.2,,,0.18,,1.0,1.0,3880.0,,0.59,0.61,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.17623917,,,,,,1.0,1.0,3811.0,4.65371,0.597044,0.585671,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.1701963,1.92,431.0,,,0.1195,1.0,1.0,4057.0,4.7,0.58,0.62,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999893335539614,100.0,planet,planet,CONFIRMED,21.1686,2.18,,,,,1.0,1.0,,,0.642,,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999998632533873,100.0,planet,planet,CONFIRMED,21.1595,,,,,,1.0,1.0,3811.0,4.65371,0.597044,0.585671,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999998632533873,100.0,planet,planet,CONFIRMED,21.169861,1.98,,3.5,0.06,0.131,1.0,1.0,4148.21,,0.571699,0.663459,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999998632533873,100.0,planet,planet,CONFIRMED,21.169619,2.2,,,0.18,,1.0,1.0,3880.0,,0.59,0.61,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999998632533873,100.0,planet,planet,CONFIRMED,21.17623917,,,,,,1.0,1.0,3811.0,4.65371,0.597044,0.585671,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211822797 b,k2,0.9999998632533873,100.0,planet,planet,CONFIRMED,21.1701963,1.92,431.0,,,0.1195,1.0,1.0,4057.0,4.7,0.58,0.62,130.4102091,17.6399744,186.197,15.133,11.429,14.5263
