object_id,mission,proba_planet,confidence_pct,category,nasa_category,label_text,period,rp,teq,insolation,eccentricity,sma,sy_snum,sy_pnum,stellar_teff,stellar_logg,stellar_radius,stellar_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
EPIC 201111557.01,k2,1.234117277467785e-07,0.0,non-planet,candidate,CANDIDATE,2.30183,1.12,1054.0,,,,1.0,0.0,4616.52,4.53679,0.762602,0.73,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
EPIC 201111557.01,k2,1.234117277467785e-07,0.0,non-planet,candidate,CANDIDATE,2.302368,1.31258765,,,,,1.0,0.0,4720.0,4.5,0.710995,,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
EPIC 201111557.01,k2,1.91066316353831e-06,0.0,non-planet,candidate,CANDIDATE,2.30183,1.12,1054.0,,,,1.0,0.0,4616.52,4.53679,0.762602,0.73,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
EPIC 201111557.01,k2,1.91066316353831e-06,0.0,non-planet,candidate,CANDIDATE,2.302368,1.31258765,,,,,1.0,0.0,4720.0,4.5,0.710995,,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
EPIC 201126503.01,k2,6.02906980493975e-08,0.0,non-planet,candidate,CANDIDATE,1.1947488,4.19,,,,,1.0,0.0,3919.0,,0.57,,175.9385954,-5.8733592,290.062,19.21,14.23,17.8892
EPIC 201127519.01,k2,1.2011385029618666e-06,0.0,non-planet,candidate,CANDIDATE,6.178369,9.91257877,,,,,1.0,0.0,5015.0,4.67,0.789478,,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
EPIC 201127519.01,k2,1.2011385029618666e-06,0.0,non-planet,candidate,CANDIDATE,6.17887,8.84,772.0,,,,1.0,0.0,4719.28,4.45833,0.849432,0.756,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
EPIC 201127519.01,k2,1.0742356212467103e-07,0.0,non-planet,candidate,CANDIDATE,6.178369,9.91257877,,,,,1.0,0.0,5015.0,4.67,0.789478,,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
EPIC 201127519.01,k2,1.0742356212467103e-07,0.0,non-planet,candidate,CANDIDATE,6.17887,8.84,772.0,,,,1.0,0.0,4719.28,4.45833,0.849432,0.756,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
EPIC 201147085.01,k2,1.314434753667685e-07,0.0,non-planet,candidate,CANDIDATE,1.17589,0.86,,,,,1.0,0.0,,,0.309,,173.902664,-5.364612,166.5844,16.64,11.397,
EPIC 201152065.01,k2,1.0192242085941753e-07,0.0,non-planet,candidate,CANDIDATE,10.6966,1.45,,,,,1.0,0.0,,,0.588,,173.0432884,-5.2471672,212.291,14.346,11.43,13.9562
EPIC 201160662.01,k2,4.450426913005959e-08,0.0,non-planet,candidate,CANDIDATE,1.5374115,45.0,,,,,1.0,0.0,,,1.599,,174.9978388,-5.0404536,666.23,12.382,10.797,12.0464
EPIC 201164625.01,k2,4.5663758024048443e-08,0.0,non-planet,candidate,CANDIDATE,2.71189,4.34,2336.0,,,,1.0,0.0,6402.0,3.54386,3.16745,1.28,181.5936878,-4.9467043,1032.42,11.461,10.777,11.8357
EPIC 201166680.01,k2,2.774117929103489e-05,0.0,non-planet,candidate,CANDIDATE,18.10549,2.09985108,,,,,1.0,2.0,6213.0,4.32,1.224685,,181.1211419,-4.8991358,266.864,10.971,9.591,10.7424
EPIC 201176672.01,k2,1.615975532412453e-07,0.0,non-planet,candidate,CANDIDATE,79.9999,10.2,,,,,1.0,0.0,4542.0,4.747,0.508,,169.1498727,-4.6564416,333.46,14.258,11.604,13.9651
EPIC 201176672.02,k2,1.7243300707341025e-07,0.0,non-planet,candidate,CANDIDATE,,30.0,,,,,1.0,0.0,,,0.707,,169.1498727,-4.6564416,333.46,14.258,11.604,13.9651
EPIC 201180665.01,k2,3.122989038325813e-08,0.0,non-planet,candidate,CANDIDATE,17.77297,26.44,830.0,,,,1.0,0.0,5847.0,4.26659,1.25428,1.06,184.1697015,-4.5603949,601.265,13.327,11.65,13.0873
EPIC 201182911.01,k2,5.833188243484301e-08,0.0,non-planet,candidate,CANDIDATE,0.99656225,32.8,,,,,1.0,0.0,3727.0,,0.5,,172.7104166,-4.5075924,335.632,16.226,12.335,15.4518
EPIC 201197348.01,k2,3.9935857094447405e-06,0.0,non-planet,candidate,CANDIDATE,14.912381,3.55,,,,,1.0,0.0,4224.0,,0.65,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
EPIC 201197348.01,k2,3.9935857094447405e-06,0.0,non-planet,candidate,CANDIDATE,14.9139,3.24,,,,,1.0,0.0,,,0.647,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
EPIC 201197348.01,k2,1.5182272696423616e-07,0.0,non-planet,candidate,CANDIDATE,14.912381,3.55,,,,,1.0,0.0,4224.0,,0.65,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
EPIC 201197348.01,k2,1.5182272696423616e-07,0.0,non-planet,candidate,CANDIDATE,14.9139,3.24,,,,,1.0,0.0,,,0.647,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
EPIC 201231940.01,k2,4.555293165853248e-08,0.0,non-planet,candidate,CANDIDATE,0.57303573,3.35,,,,,1.0,0.0,3570.0,,0.43,,174.1207146,-3.4828286,1138.64,18.78,15.155,18.0887
EPIC 201238110.01,k2,6.759160946402957e-06,0.0,non-planet,candidate,CANDIDATE,7.90417,2.06,,,,,1.0,1.0,,,0.374,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110.01,k2,6.759160946402957e-06,0.0,non-planet,candidate,CANDIDATE,7.9069606,3.02,,,,,1.0,1.0,3772.0,,0.52,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110.01,k2,6.812470232077616e-05,0.01,non-planet,candidate,CANDIDATE,7.90417,2.06,,,,,1.0,1.0,,,0.374,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238110.01,k2,6.812470232077616e-05,0.01,non-planet,candidate,CANDIDATE,7.9069606,3.02,,,,,1.0,1.0,3772.0,,0.52,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201238163.01,k2,1.6490835751140835e-07,0.0,non-planet,candidate,CANDIDATE,1.0829614,1.56,,,,,1.0,0.0,3875.0,,0.56,,173.2627978,-3.3887192,299.406,15.657,12.282,15.1848
EPIC 201239401.01,k2,1.719822830266013e-07,0.0,non-planet,candidate,CANDIDATE,0.905655,1.57,,,,,1.0,0.0,,,0.576,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
EPIC 201239401.01,k2,1.719822830266013e-07,0.0,non-planet,candidate,CANDIDATE,0.90552205,1.52,,,,,1.0,0.0,3710.0,,0.5,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
EPIC 201239401.01,k2,3.14832393546138e-06,0.0,non-planet,candidate,CANDIDATE,0.905655,1.57,,,,,1.0,0.0,,,0.576,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
EPIC 201239401.01,k2,3.14832393546138e-06,0.0,non-planet,candidate,CANDIDATE,0.90552205,1.52,,,,,1.0,0.0,3710.0,,0.5,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
EPIC 201247497.01,k2,1.69646357007457e-06,0.0,non-planet,candidate,CANDIDATE,2.7541129,4.87,,,,,1.0,0.0,3834.0,,0.55,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,1.69646357007457e-06,0.0,non-planet,candidate,CANDIDATE,2.75421,8.4,,,,,1.0,0.0,,,0.89,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,1.69646357007457e-06,0.0,non-planet,candidate,CANDIDATE,2.75391,3.78,,,,,1.0,0.0,3918.0,4.846,0.436,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,6.408809814565333e-08,0.0,non-planet,candidate,CANDIDATE,2.7541129,4.87,,,,,1.0,0.0,3834.0,,0.55,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,6.408809814565333e-08,0.0,non-planet,candidate,CANDIDATE,2.75421,8.4,,,,,1.0,0.0,,,0.89,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,6.408809814565333e-08,0.0,non-planet,candidate,CANDIDATE,2.75391,3.78,,,,,1.0,0.0,3918.0,4.846,0.436,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,2.356130553784993e-06,0.0,non-planet,candidate,CANDIDATE,2.7541129,4.87,,,,,1.0,0.0,3834.0,,0.55,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,2.356130553784993e-06,0.0,non-planet,candidate,CANDIDATE,2.75421,8.4,,,,,1.0,0.0,,,0.89,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201247497.01,k2,2.356130553784993e-06,0.0,non-planet,candidate,CANDIDATE,2.75391,3.78,,,,,1.0,0.0,3918.0,4.846,0.436,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
EPIC 201257461.01,k2,9.030649733202584e-08,0.0,non-planet,non-planet,FALSE POSITIVE,50.285869,3.47,,,,,1.0,0.0,4859.0,,0.74,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
EPIC 201257461.01,k2,9.030649733202584e-08,0.0,non-planet,non-planet,FALSE POSITIVE,50.27762,209.52,1466.0,,,,1.0,0.0,5141.0,,10.96,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
EPIC 201257461.01,k2,2.5822614654083627e-06,0.0,non-planet,non-planet,FALSE POSITIVE,50.285869,3.47,,,,,1.0,0.0,4859.0,,0.74,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
EPIC 201257461.01,k2,2.5822614654083627e-06,0.0,non-planet,non-planet,FALSE POSITIVE,50.27762,209.52,1466.0,,,,1.0,0.0,5141.0,,10.96,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
EPIC 201258341.01,k2,7.292960902894186e-08,0.0,non-planet,candidate,CANDIDATE,10.50439,1.75,,,,,1.0,0.0,,,0.878,,178.6905819,-3.0828192,84.947,9.996,8.166,9.78271
EPIC 201259803.01,k2,1.1423081202288812e-07,0.0,non-planet,candidate,CANDIDATE,1.684208,5.51,,,,,1.0,0.0,,,0.431,,170.382257,-3.0610326,325.636,16.809,12.941,16.2552
EPIC 201264302.01,k2,8.387086712699387e-08,0.0,non-planet,candidate,CANDIDATE,0.2122013,0.519,,,,,1.0,0.0,,,0.188,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,8.387086712699387e-08,0.0,non-planet,candidate,CANDIDATE,0.21219899,1.05,,,,,1.0,0.0,3468.0,,0.37,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,8.387086712699387e-08,0.0,non-planet,candidate,CANDIDATE,0.212194,0.77,,,,,1.0,0.0,3299.0,5.106,0.26,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,9.512143444051118e-07,0.0,non-planet,candidate,CANDIDATE,0.2122013,0.519,,,,,1.0,0.0,,,0.188,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,9.512143444051118e-07,0.0,non-planet,candidate,CANDIDATE,0.21219899,1.05,,,,,1.0,0.0,3468.0,,0.37,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,9.512143444051118e-07,0.0,non-planet,candidate,CANDIDATE,0.212194,0.77,,,,,1.0,0.0,3299.0,5.106,0.26,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,1.0876049607634043e-06,0.0,non-planet,candidate,CANDIDATE,0.2122013,0.519,,,,,1.0,0.0,,,0.188,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,1.0876049607634043e-06,0.0,non-planet,candidate,CANDIDATE,0.21219899,1.05,,,,,1.0,0.0,3468.0,,0.37,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201264302.01,k2,1.0876049607634043e-06,0.0,non-planet,candidate,CANDIDATE,0.212194,0.77,,,,,1.0,0.0,3299.0,5.106,0.26,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
EPIC 201270176.01,k2,5.436787485141477e-07,0.0,non-planet,candidate,CANDIDATE,1.5778643,7.55,,,,,1.0,0.0,4811.0,,0.73,,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
EPIC 201270176.01,k2,5.436787485141477e-07,0.0,non-planet,candidate,CANDIDATE,1.57771549,,,,,,1.0,0.0,5163.0,4.25178,1.15585,0.87,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
EPIC 201270176.01,k2,4.466141433907739e-08,0.0,non-planet,candidate,CANDIDATE,1.5778643,7.55,,,,,1.0,0.0,4811.0,,0.73,,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
EPIC 201270176.01,k2,4.466141433907739e-08,0.0,non-planet,candidate,CANDIDATE,1.57771549,,,,,,1.0,0.0,5163.0,4.25178,1.15585,0.87,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
EPIC 201270464.01,k2,8.340273145222217e-08,0.0,non-planet,candidate,CANDIDATE,1.57771549,,,,,,1.0,0.0,7333.0,3.83915,2.56752,1.66,170.133417,-2.8982132,307.784,9.12,8.438,9.0828
EPIC 201274010.01,k2,7.662711541896487e-08,0.0,non-planet,candidate,CANDIDATE,13.0113,2.43,713.0,,,,1.0,0.0,5347.0,4.51267,0.880221,0.92,183.3092954,-2.844186,501.257,14.003,12.194,13.8764
EPIC 201291843.01,k2,6.190487454161323e-08,0.0,non-planet,candidate,CANDIDATE,40.70206194,,,,,,1.0,0.0,3759.0,4.67427,0.572892,0.565387,178.420349,-2.5717754,118.959,14.418,10.591,13.6506
EPIC 201299088.01,k2,3.012741185078654e-08,0.0,non-planet,candidate,CANDIDATE,21.204739,9.11013939,,,,,1.0,0.0,5154.0,3.91,1.761722,,182.2046312,-2.4646145,573.991,11.965,9.8,11.7673
EPIC 201324549.01,k2,5.116684678300553e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519334,3.91,,,,,1.0,0.0,6283.0,4.17,1.45,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.116684678300553e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194039,7.65729,,219.344,,,1.0,0.0,6380.0,,1.76,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.116684678300553e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519386,19.6,,,,,1.0,0.0,,,2.03,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.116684678300553e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.51881781,,,,,,1.0,0.0,6380.0,,1.76277,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.116684678300553e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194078,7.99,,,,,1.0,0.0,7119.0,,1.72,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,1.0947757620992554e-06,0.0,non-planet,non-planet,FALSE POSITIVE,2.519334,3.91,,,,,1.0,0.0,6283.0,4.17,1.45,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,1.0947757620992554e-06,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194039,7.65729,,219.344,,,1.0,0.0,6380.0,,1.76,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,1.0947757620992554e-06,0.0,non-planet,non-planet,FALSE POSITIVE,2.519386,19.6,,,,,1.0,0.0,,,2.03,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,1.0947757620992554e-06,0.0,non-planet,non-planet,FALSE POSITIVE,2.51881781,,,,,,1.0,0.0,6380.0,,1.76277,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,1.0947757620992554e-06,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194078,7.99,,,,,1.0,0.0,7119.0,,1.72,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,3.752632859863135e-08,0.0,non-planet,non-planet,FALSE POSITIVE,2.519334,3.91,,,,,1.0,0.0,6283.0,4.17,1.45,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,3.752632859863135e-08,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194039,7.65729,,219.344,,,1.0,0.0,6380.0,,1.76,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,3.752632859863135e-08,0.0,non-planet,non-planet,FALSE POSITIVE,2.519386,19.6,,,,,1.0,0.0,,,2.03,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,3.752632859863135e-08,0.0,non-planet,non-planet,FALSE POSITIVE,2.51881781,,,,,,1.0,0.0,6380.0,,1.76277,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,3.752632859863135e-08,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194078,7.99,,,,,1.0,0.0,7119.0,,1.72,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,6.530345593762377e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519334,3.91,,,,,1.0,0.0,6283.0,4.17,1.45,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,6.530345593762377e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194039,7.65729,,219.344,,,1.0,0.0,6380.0,,1.76,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,6.530345593762377e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519386,19.6,,,,,1.0,0.0,,,2.03,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,6.530345593762377e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.51881781,,,,,,1.0,0.0,6380.0,,1.76277,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,6.530345593762377e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194078,7.99,,,,,1.0,0.0,7119.0,,1.72,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.319501651989462e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519334,3.91,,,,,1.0,0.0,6283.0,4.17,1.45,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.319501651989462e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194039,7.65729,,219.344,,,1.0,0.0,6380.0,,1.76,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.319501651989462e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.519386,19.6,,,,,1.0,0.0,,,2.03,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.319501651989462e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.51881781,,,,,,1.0,0.0,6380.0,,1.76277,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201324549.01,k2,5.319501651989462e-07,0.0,non-planet,non-planet,FALSE POSITIVE,2.5194078,7.99,,,,,1.0,0.0,7119.0,,1.72,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
EPIC 201352100.01,k2,3.37322078212229e-06,0.0,non-planet,candidate,CANDIDATE,13.383629,2.87289326,,,,,1.0,0.0,5216.0,4.7,0.815235,,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
EPIC 201352100.01,k2,3.37322078212229e-06,0.0,non-planet,candidate,CANDIDATE,13.38382,2.7,608.0,,,,1.0,0.0,5113.71,4.73383,0.65973,0.86,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
EPIC 201352100.01,k2,1.3437252508841447e-07,0.0,non-planet,candidate,CANDIDATE,13.383629,2.87289326,,,,,1.0,0.0,5216.0,4.7,0.815235,,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
EPIC 201352100.01,k2,1.3437252508841447e-07,0.0,non-planet,candidate,CANDIDATE,13.38382,2.7,608.0,,,,1.0,0.0,5113.71,4.73383,0.65973,0.86,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
EPIC 201357835.01,k2,4.1554334631466176e-08,0.0,non-planet,candidate,CANDIDATE,11.8951,,,,,,1.0,0.0,5040.0,,0.68,,185.1812113,-1.5883337,449.79,12.788,11.271,12.627
EPIC 201359834.01,k2,1.1939370853652323e-07,0.0,non-planet,candidate,CANDIDATE,40.1401,20.8,,,,,1.0,0.0,,,0.716,,173.1750869,-1.5587834,342.596,16.153,12.567,15.5853
EPIC 201366540.01,k2,1.3864516117163112e-07,0.0,non-planet,candidate,CANDIDATE,7.4433,2.73,,,,,1.0,0.0,,,0.724,,168.7367646,-1.4622181,328.871,15.374,12.165,14.943
EPIC 201390927.01,k2,3.514704680892218e-08,0.0,non-planet,candidate,CANDIDATE,2.638,2.91,1313.0,,,,1.0,0.0,4264.47,,,,184.5853275,-1.0989451,,14.872,11.39,14.4164
EPIC 201392505.01,k2,4.637550554123478e-08,0.0,non-planet,candidate,CANDIDATE,27.47083,3.36,480.0,,,,1.0,0.0,4947.03,4.59659,0.749863,0.81,183.188479,-1.0748315,273.773,13.687,11.282,13.3313
EPIC 201407812.01,k2,3.728040222674131e-08,0.0,non-planet,candidate,CANDIDATE,2.8268121,40.1,,,,,1.0,0.0,5736.0,,0.98,,174.0440867,-0.8407078,649.666,12.137,10.399,11.8038
EPIC 201441872.01,k2,4.829383980935539e-08,0.0,non-planet,candidate,CANDIDATE,4.44044,1.32,,,,,1.0,0.0,,,1.053,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,4.829383980935539e-08,0.0,non-planet,candidate,CANDIDATE,4.4416421,1.17,,,,,1.0,0.0,5547.0,,0.9,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,4.829383980935539e-08,0.0,non-planet,candidate,CANDIDATE,4.441258,1.12422498,,,,,1.0,0.0,5450.0,4.54,0.833852,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.0917964877006656e-06,0.0,non-planet,candidate,CANDIDATE,4.44044,1.32,,,,,1.0,0.0,,,1.053,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.0917964877006656e-06,0.0,non-planet,candidate,CANDIDATE,4.4416421,1.17,,,,,1.0,0.0,5547.0,,0.9,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.0917964877006656e-06,0.0,non-planet,candidate,CANDIDATE,4.441258,1.12422498,,,,,1.0,0.0,5450.0,4.54,0.833852,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.479580223644314e-06,0.0,non-planet,candidate,CANDIDATE,4.44044,1.32,,,,,1.0,0.0,,,1.053,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.479580223644314e-06,0.0,non-planet,candidate,CANDIDATE,4.4416421,1.17,,,,,1.0,0.0,5547.0,,0.9,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201441872.01,k2,1.479580223644314e-06,0.0,non-planet,candidate,CANDIDATE,4.441258,1.12422498,,,,,1.0,0.0,5450.0,4.54,0.833852,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
EPIC 201445732.01,k2,1.0818228502919164e-07,0.0,non-planet,candidate,CANDIDATE,11.20381,2.18,,,,,1.0,0.0,,,1.1,,170.6512345,-0.2798534,325.849,12.238,10.496,11.8803
EPIC 201456770.01,k2,7.037272835874512e-08,0.0,non-planet,candidate,CANDIDATE,8.006875,2.384,,,,,1.0,0.0,5403.0,4.538,0.846,0.904,185.6973984,-0.1218824,511.581,14.285,12.283,13.9771
EPIC 201488365.01,k2,7.603808730428237e-08,0.0,non-planet,candidate,CANDIDATE,3.3643115,85.6,,,,,1.0,0.0,6240.0,,1.32,,168.187478,0.3478732,147.352,8.45,7.211,8.32033
EPIC 201497682.01,k2,2.183549049482968e-05,0.0,non-planet,candidate,CANDIDATE,13.837814,1.96,,,,,1.0,1.0,4535.0,,0.7,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.01,k2,2.183549049482968e-05,0.0,non-planet,candidate,CANDIDATE,13.8394,1.29,,,,,1.0,1.0,,,0.554,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.01,k2,9.651072396754014e-07,0.0,non-planet,candidate,CANDIDATE,13.837814,1.96,,,,,1.0,1.0,4535.0,,0.7,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.01,k2,9.651072396754014e-07,0.0,non-planet,candidate,CANDIDATE,13.8394,1.29,,,,,1.0,1.0,,,0.554,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.02,k2,1.3881147841166578e-06,0.0,non-planet,candidate,CANDIDATE,7.79983,1.37,,,,,1.0,1.0,,,0.554,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.02,k2,1.3881147841166578e-06,0.0,non-planet,candidate,CANDIDATE,7.7991586,1.57,,,,,1.0,1.0,4535.0,,0.7,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.02,k2,3.3360410758435545e-05,0.0,non-planet,candidate,CANDIDATE,7.79983,1.37,,,,,1.0,1.0,,,0.554,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.02,k2,3.3360410758435545e-05,0.0,non-planet,candidate,CANDIDATE,7.7991586,1.57,,,,,1.0,1.0,4535.0,,0.7,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201497682.04,k2,1.0044240160501018e-05,0.0,non-planet,candidate,CANDIDATE,3.883,1.06,,162.0,,,1.0,1.0,,,0.554,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201512465.01,k2,2.2336297178692525e-07,0.0,non-planet,candidate,CANDIDATE,2.3330982,5.48,,,,,1.0,0.0,3726.0,,0.5,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
EPIC 201512465.01,k2,2.2336297178692525e-07,0.0,non-planet,candidate,CANDIDATE,2.33293,3.2,,,,,1.0,0.0,3508.0,5.062,0.224,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
EPIC 201512465.01,k2,2.2336297178692525e-07,0.0,non-planet,candidate,CANDIDATE,2.333123,2.95,,,,,1.0,0.0,,,0.224,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
EPIC 201512465.01,k2,5.010380970234492e-07,0.0,non-planet,candidate,CANDIDATE,2.3330982,5.48,,,,,1.0,0.0,3726.0,,0.5,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
EPIC 201512465.01,k2,5.010380970234492e-07,0.0,non-planet,candidate,CANDIDATE,2.33293,3.2,,,,,1.0,0.0,3508.0,5.062,0.224,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
